Sample,Assigned,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity
counts_B5_W3_O33,42459014,22392591,0,0,0,0,0,0,7414685,0,0,1341979,0,3602293
counts_B6_C2_O24,40242101,21443280,0,0,0,0,0,0,8178629,0,0,1251123,0,3541054
counts_B6_H3_O35,55199931,28080589,0,0,0,0,0,0,10902176,0,0,1736926,0,4591824
counts_B6_H6_O72,36535518,18423202,0,0,0,0,0,0,10735582,0,0,1098201,0,3039880
counts_B6_Nu_O47,51563550,24273499,0,0,0,0,0,0,7155532,0,0,1425535,0,4122895
counts_C1_C4_W37,44336069,20031358,0,0,0,0,0,0,14229411,0,0,1007461,0,3842354
counts_C1_H2_W13,66034479,34830340,0,0,0,0,0,0,9517570,0,0,1970669,0,5690782
counts_C1_H6_W62,37765471,20559047,0,0,0,0,0,0,7208104,0,0,1133336,0,3274770
counts_C1_Nu_W01,59646519,26884875,0,0,0,0,0,0,7825943,0,0,1620673,0,4465645
counts_C1_Nu_W05,49916509,25120433,0,0,0,0,0,0,6389406,0,0,1605894,0,4147695
counts_C2_B2_W16,38023382,18924416,0,0,0,0,0,0,11449626,0,0,1151019,0,3404878
counts_C2_C1_W03,39986015,20864009,0,0,0,0,0,0,8152934,0,0,1259990,0,3575085
counts_C2_H1_W04,38092071,19972214,0,0,0,0,0,0,7357657,0,0,1052182,0,3199525
counts_C2_Nu_W15,52517707,28403382,0,0,0,0,0,0,6931550,0,0,1517174,0,4414955
counts_C2_W2_W15,42521618,23987086,0,0,0,0,0,0,13666728,0,0,1193765,0,3751508
counts_C3_B3_W30,37397199,18196417,0,0,0,0,0,0,20016386,0,0,1148632,0,3330800
counts_C3_C2_W17,43087326,22159524,0,0,0,0,0,0,11520187,0,0,1313426,0,3843402
counts_C3_Nu_W21,68767717,31002720,0,0,0,0,0,0,8864800,0,0,1936517,0,5469122
counts_C3_W3_W29,37434664,18641763,0,0,0,0,0,0,24857687,0,0,1086474,0,3257574
counts_C4_B1_W07,40674492,19893684,0,0,0,0,0,0,6997823,0,0,1266979,0,3786743
counts_C4_B5_W56,54672970,32217744,0,0,0,0,0,0,10506261,0,0,2059976,0,5151688
counts_C4_C6_W67,53959449,26443910,0,0,0,0,0,0,8260137,0,0,1681465,0,4652584
counts_C4_H5_W56,37112613,18497846,0,0,0,0,0,0,6771770,0,0,1122554,0,3126927
counts_C4_Nu_W29,71502533,33136645,0,0,0,0,0,0,12187822,0,0,1974886,0,5894671
counts_C5_B4_W46,40189615,21804559,0,0,0,0,0,0,11805599,0,0,1202089,0,3537366
counts_C5_C3_W33,48462845,25324067,0,0,0,0,0,0,8819561,0,0,1505899,0,4477221
counts_C5_W1_W09,37690845,20639812,0,0,0,0,0,0,16095834,0,0,1213853,0,3385539
counts_C5_W4_W45,39163880,20124006,0,0,0,0,0,0,8960147,0,0,1079955,0,3278610
counts_C6_B6_W71,45888315,22248584,0,0,0,0,0,0,10452444,0,0,1268876,0,3979385
counts_C6_C5_W59,49075515,23721367,0,0,0,0,0,0,8680710,0,0,1436989,0,4235635
counts_C6_H3_W36,51033796,24728060,0,0,0,0,0,0,8551507,0,0,1440407,0,4280595
counts_C6_H4_W48,41763723,21798553,0,0,0,0,0,0,7885947,0,0,1234946,0,3508149
counts_C6_Nu_W42,50540929,25403266,0,0,0,0,0,0,6602398,0,0,1471126,0,4428275
counts_C6_W6_W72,40728103,20538992,0,0,0,0,0,0,7797097,0,0,1182255,0,3547452
counts_C_W5_W52,41459130,23531515,0,0,0,0,0,0,11922202,0,0,1382868,0,3768372
counts_H1_B2_B13,36379184,19291541,0,0,0,0,0,0,6833091,0,0,1101925,0,3304535
counts_H1_B6_B61,39281692,22326610,0,0,0,0,0,0,10516001,0,0,1271107,0,3518245
counts_H1_C6_B62,61520467,29901078,0,0,0,0,0,0,11205211,0,0,1719533,0,5358117
counts_H1_Nu_B08,52754639,23270575,0,0,0,0,0,0,7776169,0,0,1507327,0,4412957
counts_H1_W4_B38,40163236,23533714,0,0,0,0,0,0,11429058,0,0,1209610,0,3581984
counts_H1_W5_B49,38824257,19518773,0,0,0,0,0,0,10453207,0,0,1103778,0,3297231
counts_H2_B5_B51,39337839,21651760,0,0,0,0,0,0,11873617,0,0,1285355,0,3564847
counts_H2_C1_B04,42213070,21417325,0,0,0,0,0,0,9623213,0,0,1282352,0,3520528
counts_H2_H1_B03,41244310,22454983,0,0,0,0,0,0,10140872,0,0,1186893,0,3517550
counts_H2_H5_B51,48091970,21606587,0,0,0,0,0,0,12491851,0,0,1073749,0,3650259
counts_H2_Nu_B14,69144376,29839811,0,0,0,0,0,0,8826899,0,0,1718683,0,5357711
counts_H2_W2_B16,39819584,21666154,0,0,0,0,0,0,7519349,0,0,1263410,0,3590673
counts_H3_B4_B41,31582107,32045424,0,0,0,0,0,0,11220400,0,0,879033,0,3147649
counts_H3_C5_B54,47160979,24622792,0,0,0,0,0,0,7630765,0,0,1351826,0,4229140
counts_H3_H4_B41,38312724,17566117,0,0,0,0,0,0,9964046,0,0,1064056,0,3247972
counts_H3_H6_B66,40761312,20849053,0,0,0,0,0,0,8727186,0,0,1298227,0,3632971
counts_H3_Nu_B18,46479352,25022962,0,0,0,0,0,0,6604585,0,0,1306993,0,4125331
counts_H3_W3_B30,37822736,20612705,0,0,0,0,0,0,7199106,0,0,1270578,0,3237073
counts_H3_W6_B66,34395274,19206200,0,0,0,0,0,0,6576354,0,0,1097541,0,3174507
counts_H4_H2_B19,46683788,24396409,0,0,0,0,0,0,9420082,0,0,1383995,0,3953016
counts_H4_Nu_B28,53375976,27588179,0,0,0,0,0,0,8320024,0,0,1643575,0,4701834
counts_H4_W1_B07,36694314,19692430,0,0,0,0,0,0,9945286,0,0,1205852,0,3134324
counts_H5_B1_B09,40680240,21845304,0,0,0,0,0,0,8671363,0,0,1242925,0,3605692
counts_H5_B3_B34,41190379,21795408,0,0,0,0,0,0,10614696,0,0,1313874,0,3682377
counts_H5_C2_B22,35036335,19206081,0,0,0,0,0,0,12906023,0,0,1055191,0,2995594
counts_H5_C4_B46,37794463,18324561,0,0,0,0,0,0,6940286,0,0,1088598,0,3242939
counts_H5_Nu_B35,47313910,24110724,0,0,0,0,0,0,6361450,0,0,1486170,0,3910616
counts_H6_C3_B36,38293146,22731235,0,0,0,0,0,0,12421329,0,0,1179499,0,3328254
counts_H6_H3_B35,57584559,29979761,0,0,0,0,0,0,12942118,0,0,1734391,0,4899947
counts_H6_Nu_B45,49557475,22821197,0,0,0,0,0,0,8250405,0,0,1175817,0,4094376
counts_W1_C1_G02,41470352,20716092,0,0,0,0,0,0,11314770,0,0,1233464,0,3455700
counts_W1_C6_G61,65541827,32746420,0,0,0,0,0,0,11514389,0,0,1887151,0,5954611
counts_W1_H5_G49,66147164,32644840,0,0,0,0,0,0,9440525,0,0,2027664,0,5600273
counts_W1_Nu_G02,68421382,30130782,0,0,0,0,0,0,10692113,0,0,1920581,0,5306343
counts_W1_W1_G01,43057104,23129117,0,0,0,0,0,0,8021688,0,0,1374401,0,3704152
counts_W1_W6_G62,58670398,30133462,0,0,0,0,0,0,8723375,0,0,1863375,0,5523619
counts_W2_B2_G04,34654333,21147174,0,0,0,0,0,0,8495858,0,0,942588,0,3320419
counts_W2_B6_G64,38250515,18808351,0,0,0,0,0,0,10102210,0,0,1131649,0,3323474
counts_W2_C2_G15,40883476,21881636,0,0,0,0,0,0,16971992,0,0,1227257,0,3644420
counts_W2_Nu_G15,46879894,23369864,0,0,0,0,0,0,7578972,0,0,1402314,0,4104205
counts_W3_B5_G54,47885747,24639138,0,0,0,0,0,0,11277479,0,0,1421227,0,4312681
counts_W3_C3_G29,35831425,21075232,0,0,0,0,0,0,14125036,0,0,1042844,0,3106678
counts_W3_H2_G18,38853300,20835135,0,0,0,0,0,0,8499903,0,0,1193823,0,3390405
counts_W3_H3_G30,59192310,28482235,0,0,0,0,0,0,11216905,0,0,1637240,0,4920818
counts_W3_Nu_G21,64324844,29879164,0,0,0,0,0,0,14276124,0,0,1818598,0,5269216
counts_W4_C5_G55,42153766,20047162,0,0,0,0,0,0,17790769,0,0,1188563,0,3597561
counts_W4_H1_G08,41734975,22021437,0,0,0,0,0,0,8868793,0,0,1273115,0,3514577
counts_W4_Nu_G27,57295443,28166697,0,0,0,0,0,0,8208236,0,0,1543650,0,4686316
counts_W4_W5_G56,41239428,22268309,0,0,0,0,0,0,10361749,0,0,1046840,0,3570675
counts_W5_B2_G21,46038133,26190735,0,0,0,0,0,0,14933476,0,0,1633286,0,4217663
counts_W5_C4_G45,33853472,18821251,0,0,0,0,0,0,16261208,0,0,1041709,0,3105291
counts_W5_H4_G46,40049831,21404739,0,0,0,0,0,0,10479004,0,0,1244181,0,3381304
counts_W5_W2_G22,41833904,21714440,0,0,0,0,0,0,7538930,0,0,1303015,0,3672581
counts_W6_B3_G35,37936283,21290330,0,0,0,0,0,0,7506244,0,0,1194222,0,3432519
counts_W6_B4_G48,39811437,21535528,0,0,0,0,0,0,11092909,0,0,1126491,0,3474705
counts_W6_H6_G71,38239873,20965135,0,0,0,0,0,0,7240044,0,0,1128532,0,3429911
counts_W6_Nu_G41,52887564,26308443,0,0,0,0,0,0,8027841,0,0,1661374,0,4468671
counts_W6_Nu_G45,41555475,20225160,0,0,0,0,0,0,5457285,0,0,1233123,0,3543926
counts_W6_W3_G36,35596955,20349225,0,0,0,0,0,0,21799758,0,0,1158939,0,3164038
counts_W6_W4_G48,40733314,20302716,0,0,0,0,0,0,8445194,0,0,1095676,0,3427551
